AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	host	source_name	strain	type_material	Assay_Type	Consent	DATASTORE_filetype	LibrarySource
51	PRJNA467612	SAMN09091350		GEO	ncbi		SRX4053922	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	4168	2995	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132940	SRS3270904	SRP144955	GSM3136903			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091349		GEO	ncbi		SRX4053923	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	11790	3926	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132941	SRS3270903	SRP144955	GSM3136904			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091348		GEO	ncbi		SRX4053924	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	6271	4473	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132942	SRS3270902	SRP144955	GSM3136905			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091347		GEO	ncbi		SRX4053925	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	3776	1267	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132943	SRS3270905	SRP144955	GSM3136906			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091346		GEO	ncbi		SRX4053926	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	4656	3316	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132944	SRS3270906	SRP144955	GSM3136907			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091345		GEO	ncbi		SRX4053927	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	7573	2581	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132945	SRS3270907	SRP144955	GSM3136908			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091344		GEO	ncbi		SRX4053928	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	2676	1110	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132946	SRS3270908	SRP144955	GSM3136909			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091343		GEO	ncbi		SRX4053929	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	11832	7157	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132947	SRS3270909	SRP144955	GSM3136910			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091342		GEO	ncbi		SRX4053930	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	6163	2538	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132948	SRS3270910	SRP144955	GSM3136911			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091341		GEO	ncbi		SRX4053931	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	4706	1844	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132949	SRS3270911	SRP144955	GSM3136912			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091340		GEO	ncbi		SRX4053932	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	5563	2919	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132950	SRS3270912	SRP144955	GSM3136913			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
51	PRJNA467612	SAMN09091339		GEO	ncbi		SRX4053933	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-05-08	6068	2383	[Candida] glabrata	ILLUMINA	2018-12-27	SRR7132951	SRS3270914	SRP144955	GSM3136914			whole blood, all			RNA-Seq	public	sra	TRANSCRIPTOMIC
125	PRJNA487999	SAMN09916035		GEO	ncbi		SRX4613341	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-08-27	1609	704	[Candida] glabrata	ILLUMINA	2019-05-31	SRR7757470	SRS3716808	SRP158876	GSM3357213			Candida biofilms			RNA-Seq	public	sra	TRANSCRIPTOMIC
125	PRJNA487999	SAMN09916034		GEO	ncbi		SRX4613342	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-08-27	1566	683	[Candida] glabrata	ILLUMINA	2019-05-31	SRR7757471	SRS3716809	SRP158876	GSM3357214			Candida biofilms			RNA-Seq	public	sra	TRANSCRIPTOMIC
125	PRJNA487999	SAMN09916033		GEO	ncbi		SRX4613343	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-08-27	2115	919	[Candida] glabrata	ILLUMINA	2019-05-31	SRR7757472	SRS3716810	SRP158876	GSM3357215			Candida biofilms			RNA-Seq	public	sra	TRANSCRIPTOMIC
125	PRJNA487999	SAMN09916032		GEO	ncbi		SRX4613344	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-08-27	1787	814	[Candida] glabrata	ILLUMINA	2019-05-31	SRR7757473	SRS3716811	SRP158876	GSM3357216			Candida biofilms			RNA-Seq	public	sra	TRANSCRIPTOMIC
125	PRJNA487999	SAMN09916031		GEO	ncbi		SRX4613345	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-08-27	1532	701	[Candida] glabrata	ILLUMINA	2019-05-31	SRR7757474	SRS3716812	SRP158876	GSM3357217			Candida biofilms			RNA-Seq	public	sra	TRANSCRIPTOMIC
125	PRJNA487999	SAMN09916030		GEO	ncbi		SRX4613346	0	Illumina HiSeq 2500	SINGLE	cDNA		2018-08-27	1996	925	[Candida] glabrata	ILLUMINA	2019-05-31	SRR7757475	SRS3716813	SRP158876	GSM3357218			Candida biofilms			RNA-Seq	public	sra	TRANSCRIPTOMIC
300	PRJNA488115	SAMN09925549	Microbe, viral or environmental	JIANGNAN UNIVERSITY	sra-sos	sra-sos.public	SRX4774481	0	Illumina HiSeq 1000	PAIRED	RT-PCR	wild-type(NaCl)-1	2018-09-28	9736	3596	[Candida] glabrata	ILLUMINA	2018-09-28	SRR7939313	SRS3854999	SRP162828	wild-type(NaCl)-1	2017-12	not collected		ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
300	PRJNA488115	SAMN09925551	Microbe, viral or environmental	JIANGNAN UNIVERSITY	ncbi		SRX4774480	0	Illumina HiSeq 1000	PAIRED	RT-PCR	CgRDS2 knockout(NaCl)-1	2018-09-28	10550	3902	[Candida] glabrata	ILLUMINA	2018-09-28	SRR7939314	SRS3854998	SRP162828	CgRDS2 knockout(NaCl) -1	2017-12	not collected		ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
300	PRJNA488115	SAMN09925545	Microbe, viral or environmental	JIANGNAN UNIVERSITY	sra-sos	sra-sos.public	SRX4774479	0	Illumina HiSeq 1000	PAIRED	RT-PCR	wild-type(normal)-1	2018-09-28	9676	3618	[Candida] glabrata	ILLUMINA	2018-09-28	SRR7939315	SRS3854997	SRP162828	wild-type(normal)-1	2017-12	not collected		ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
300	PRJNA488115	SAMN09925547	Microbe, viral or environmental	JIANGNAN UNIVERSITY	sra-sos	sra-sos.public	SRX4774478	0	Illumina HiSeq 1000	PAIRED	RT-PCR	CgRDS2 knockout(normal)-1	2018-09-28	9538	3553	[Candida] glabrata	ILLUMINA	2018-09-28	SRR7939316	SRS3854996	SRP162828	CgRDS2 knockout(normal) -1	2017-12	not collected		ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228315		GEO	ncbi		SRX4824504	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	715	360	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993582	SRS3898201	SRP164915	GSM3425607			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228315		GEO	ncbi		SRX4824504	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	638	298	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993583	SRS3898201	SRP164915	GSM3425607			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228312		GEO	ncbi		SRX4824505	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	820	412	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993584	SRS3898202	SRP164915	GSM3425609			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228312		GEO	ncbi		SRX4824505	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	615	286	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993585	SRS3898202	SRP164915	GSM3425609			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228311		GEO	ncbi		SRX4824506	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	845	422	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993586	SRS3898204	SRP164915	GSM3425610			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228311		GEO	ncbi		SRX4824506	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	752	349	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993587	SRS3898204	SRP164915	GSM3425610			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228310		GEO	ncbi		SRX4824507	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	651	331	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993588	SRS3898203	SRP164915	GSM3425612			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228310		GEO	ncbi		SRX4824507	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	719	338	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993589	SRS3898203	SRP164915	GSM3425612			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228309		GEO	ncbi		SRX4824508	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	865	440	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993590	SRS3898205	SRP164915	GSM3425613			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228309		GEO	ncbi		SRX4824508	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	570	269	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993591	SRS3898205	SRP164915	GSM3425613			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228308		GEO	ncbi		SRX4824509	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	690	350	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993592	SRS3898206	SRP164915	GSM3425615			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228308		GEO	ncbi		SRX4824509	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	631	298	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993593	SRS3898206	SRP164915	GSM3425615			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228307		GEO	ncbi		SRX4824510	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	822	418	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993594	SRS3898207	SRP164915	GSM3425616			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228307		GEO	ncbi		SRX4824510	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	782	367	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993595	SRS3898207	SRP164915	GSM3425616			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228306		GEO	ncbi		SRX4824511	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	676	345	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993596	SRS3898208	SRP164915	GSM3425618			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228306		GEO	ncbi		SRX4824511	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	645	303	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993597	SRS3898208	SRP164915	GSM3425618			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228305		GEO	ncbi		SRX4824512	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	803	403	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993598	SRS3898209	SRP164915	GSM3425620			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228305		GEO	ncbi		SRX4824512	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	604	284	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993599	SRS3898209	SRP164915	GSM3425620			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228304		GEO	ncbi		SRX4824513	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	720	361	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993600	SRS3898210	SRP164915	GSM3425621			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228304		GEO	ncbi		SRX4824513	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	786	366	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993601	SRS3898210	SRP164915	GSM3425621			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228303		GEO	ncbi		SRX4824514	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	694	349	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993602	SRS3898211	SRP164915	GSM3425623			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228303		GEO	ncbi		SRX4824514	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	643	301	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993603	SRS3898211	SRP164915	GSM3425623			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228302		GEO	ncbi		SRX4824515	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	753	380	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993604	SRS3898212	SRP164915	GSM3425624			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
50	PRJNA495600	SAMN10228302		GEO	ncbi		SRX4824515	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-10	621	290	[Candida] glabrata	ILLUMINA	2019-01-02	SRR7993605	SRS3898212	SRP164915	GSM3425624			biofilm	ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
300	PRJNA534230	SAMN11479973	Microbe, viral or environmental	JIANGNAN UNIVERSITY	ncbi		SRX5798592	0	Illumina HiSeq 1000	PAIRED	RT-PCR	wild-type(pH2.0)-1	2019-05-06	9541	3569	[Candida] glabrata	ILLUMINA	2019-05-06	SRR9020499	SRS4729804	SRP195667	wild-type(pH2.0)-1	2017-12	not collected		ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
300	PRJNA534230	SAMN11479975	Microbe, viral or environmental	JIANGNAN UNIVERSITY	ncbi		SRX5798591	0	Illumina HiSeq 1000	PAIRED	RT-PCR	CgRDS2 knockout(pH2.0)-1	2019-05-06	9783	3669	[Candida] glabrata	ILLUMINA	2019-05-06	SRR9020500	SRS4729803	SRP195667	CgRDS2 knockout(pH2.0)-1	2017-12	not collected		ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
300	PRJNA534230	SAMN11479969	Microbe, viral or environmental	JIANGNAN UNIVERSITY	ncbi		SRX5798590	0	Illumina HiSeq 1000	PAIRED	RT-PCR	wild-type(normal)-1	2019-05-06	8929	3315	[Candida] glabrata	ILLUMINA	2019-05-06	SRR9020501	SRS4729802	SRP195667	wild-type(normal) -1	2017-12	not collected		ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
300	PRJNA534230	SAMN11479971	Microbe, viral or environmental	JIANGNAN UNIVERSITY	ncbi		SRX5798589	0	Illumina HiSeq 1000	PAIRED	RT-PCR	CgRDS2 knockout(normal)-1	2019-05-06	11037	4155	[Candida] glabrata	ILLUMINA	2019-05-06	SRR9020502	SRS4729801	SRP195667	CgRDS2 knockout(normal)-1	2017-12	not collected		ATCC 2001	type material of Candida glabrata	RNA-Seq	public	sra	TRANSCRIPTOMIC
